"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","airnowval","aqsval"
"02/16/2019","AQS","170311016","4","19","ug/m3 SC","18","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","19"
"02/17/2019","AQS","170311016","4","17","ug/m3 SC","16","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","17"
"02/18/2019","AQS","170311016","4","19","ug/m3 SC","18","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","19"
"02/19/2019","AQS","170311016","4","40","ug/m3 SC","37","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","40"
"02/20/2019","AQS","170311016","4","20","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","20"
"02/21/2019","AQS","170311016","4","30","ug/m3 SC","28","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","30"
"02/22/2019","AQS","170311016","4","39","ug/m3 SC","36","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","39"
"02/23/2019","AQS","170311016","4","31","ug/m3 SC","29","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","31"
"02/24/2019","AQS","170311016","4","13","ug/m3 SC","12","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","13"
"02/25/2019","AQS","170311016","4","20","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","20"
"02/26/2019","AQS","170311016","4","21","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","21"
"02/27/2019","AQS","170311016","4","32","ug/m3 SC","30","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","32"
"02/28/2019","AQS","170311016","4","33","ug/m3 SC","31","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","33"
"03/01/2019","AQS","170311016","4","32","ug/m3 SC","30","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","32"
"03/02/2019","AQS","170311016","4","20","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","20"
"03/03/2019","AQS","170311016","4","14","ug/m3 SC","13","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","14"
"03/04/2019","AQS","170311016","4","23","ug/m3 SC","21","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","23"
"03/05/2019","AQS","170311016","4","30","ug/m3 SC","28","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","30"
"03/06/2019","AQS","170311016","4","29","ug/m3 SC","27","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","29"
"03/07/2019","AQS","170311016","4","36","ug/m3 SC","33","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","36"
"03/08/2019","AQS","170311016","4","41","ug/m3 SC","38","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","41"
"03/09/2019","AQS","170311016","4","33","ug/m3 SC","31","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","33"
"03/10/2019","AQS","170311016","4","12","ug/m3 SC","11","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","12"
"03/11/2019","AQS","170311016","4","22","ug/m3 SC","20","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","22"
"03/12/2019","AQS","170311016","4","35","ug/m3 SC","32","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","35"
"03/13/2019","AQS","170311016","4","20","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","20"
"03/14/2019","AQS","170311016","4","13","ug/m3 SC","12","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","13"
"03/15/2019","AQS","170311016","4","10","ug/m3 SC","9","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","10"
"03/16/2019","AQS","170311016","4","16","ug/m3 SC","15","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","16"
"03/17/2019","AQS","170311016","4","22","ug/m3 SC","20","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","22"
"03/18/2019","AQS","170311016","4","30","ug/m3 SC","28","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","30"
"03/19/2019","AQS","170311016","4","36","ug/m3 SC","33","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","36"
"03/20/2019","AQS","170311016","4","29","ug/m3 SC","27","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","29"
"03/21/2019","AQS","170311016","4","23","ug/m3 SC","21","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","23"
"03/22/2019","AQS","170311016","4","15","ug/m3 SC","14","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","15"
"03/23/2019","AQS","170311016","4","32","ug/m3 SC","30","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","32"
"03/24/2019","AQS","170311016","4","23","ug/m3 SC","21","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","23"
"03/25/2019","AQS","170311016","4","11","ug/m3 SC","10","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","11"
"03/26/2019","AQS","170311016","4","31","ug/m3 SC","29","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","31"
"03/27/2019","AQS","170311016","4","55","ug/m3 SC","51","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","55"
"03/28/2019","AQS","170311016","4","34","ug/m3 SC","31","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","34"
"03/29/2019","AQS","170311016","4","22","ug/m3 SC","20","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","22"
"04/01/2019","AQS","170311016","4","45","ug/m3 SC","42","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","45"
"04/02/2019","AQS","170311016","4","37","ug/m3 SC","34","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","37"
"04/03/2019","AQS","170311016","4","27","ug/m3 SC","25","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","27"
"04/04/2019","AQS","170311016","4","20","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","20"
"04/05/2019","AQS","170311016","4","52","ug/m3 SC","48","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","52"
"04/06/2019","AQS","170311016","4","60","ug/m3 SC","53","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","60"
"04/07/2019","AQS","170311016","4","28","ug/m3 SC","26","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","28"
"04/08/2019","AQS","170311016","4","29","ug/m3 SC","27","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","29"
"04/09/2019","AQS","170311016","4","29","ug/m3 SC","27","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","29"
"04/10/2019","AQS","170311016","4","15","ug/m3 SC","14","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","15"
"04/11/2019","AQS","170311016","4","34","ug/m3 SC","31","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","34"
"04/12/2019","AQS","170311016","4","27","ug/m3 SC","25","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","27"
"04/13/2019","AQS","170311016","4","19","ug/m3 SC","18","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","19"
"04/14/2019","AQS","170311016","4","13","ug/m3 SC","12","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","13"
"04/15/2019","AQS","170311016","4","22","ug/m3 SC","20","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","22"
"04/16/2019","AQS","170311016","4","41","ug/m3 SC","38","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","41"
"04/17/2019","AQS","170311016","4","56","ug/m3 SC","51","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","56"
"04/18/2019","AQS","170311016","4","17","ug/m3 SC","16","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","17"
"04/19/2019","AQS","170311016","4","13","ug/m3 SC","12","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","13"
"04/20/2019","AQS","170311016","4","16","ug/m3 SC","15","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","16"
"04/21/2019","AQS","170311016","4","36","ug/m3 SC","33","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","36"
"04/22/2019","AQS","170311016","4","49","ug/m3 SC","45","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","49"
"04/23/2019","AQS","170311016","4","27","ug/m3 SC","25","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","27"
"04/24/2019","AQS","170311016","4","43","ug/m3 SC","40","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","43"
"05/04/2019","AQS","170311016","4","22","ug/m3 SC","20","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","22"
"05/05/2019","AQS","170311016","4","29","ug/m3 SC","27","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","29"
"05/06/2019","AQS","170311016","4","31","ug/m3 SC","29","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","31"
"05/07/2019","AQS","170311016","4","15","ug/m3 SC","14","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","15"
"05/08/2019","AQS","170311016","4","31","ug/m3 SC","29","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","31"
"05/09/2019","AQS","170311016","4","19","ug/m3 SC","18","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","19"
"05/10/2019","AQS","170311016","4","22","ug/m3 SC","20","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","22"
"05/11/2019","AQS","170311016","4","23","ug/m3 SC","21","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","23"
"05/12/2019","AQS","170311016","4","16","ug/m3 SC","15","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","16"
"05/13/2019","AQS","170311016","4","23","ug/m3 SC","21","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","23"
"05/14/2019","AQS","170311016","4","54","ug/m3 SC","50","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","54"
"05/15/2019","AQS","170311016","4","70","ug/m3 SC","58","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","70"
"05/16/2019","AQS","170311016","4","56","ug/m3 SC","51","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","56"
"05/17/2019","AQS","170311016","4","18","ug/m3 SC","17","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","18"
"05/18/2019","AQS","170311016","4","37","ug/m3 SC","34","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","37"
"05/19/2019","AQS","170311016","4","21","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","21"
"05/20/2019","AQS","170311016","4","21","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","21"
"05/21/2019","AQS","170311016","4","22","ug/m3 SC","20","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","22"
"05/22/2019","AQS","170311016","4","60","ug/m3 SC","53","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","60"
"05/23/2019","AQS","170311016","4","21","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","21"
"05/24/2019","AQS","170311016","4","35","ug/m3 SC","32","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","35"
"05/25/2019","AQS","170311016","4","23","ug/m3 SC","21","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","23"
"05/26/2019","AQS","170311016","4","18","ug/m3 SC","17","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","18"
"05/27/2019","AQS","170311016","4","31","ug/m3 SC","29","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","31"
"05/28/2019","AQS","170311016","4","21","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","21"
"05/29/2019","AQS","170311016","4","32","ug/m3 SC","30","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","32"
"05/30/2019","AQS","170311016","4","29","ug/m3 SC","27","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","29"
"05/31/2019","AQS","170311016","4","34","ug/m3 SC","31","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","34"
"06/01/2019","AQS","170311016","4","32","ug/m3 SC","30","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","32"
"06/02/2019","AQS","170311016","4","25","ug/m3 SC","23","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","25"
"06/03/2019","AQS","170311016","4","34","ug/m3 SC","31","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","34"
"06/04/2019","AQS","170311016","4","69","ug/m3 SC","58","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","69"
"06/05/2019","AQS","170311016","4","23","ug/m3 SC","21","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","23"
"06/06/2019","AQS","170311016","4","38","ug/m3 SC","35","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","38"
"06/07/2019","AQS","170311016","4","28","ug/m3 SC","26","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","28"
"06/08/2019","AQS","170311016","4","33","ug/m3 SC","31","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","33"
"06/09/2019","AQS","170311016","4","19","ug/m3 SC","18","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","19"
"06/10/2019","AQS","170311016","4","27","ug/m3 SC","25","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","27"
"06/11/2019","AQS","170311016","4","58","ug/m3 SC","52","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","58"
"06/12/2019","AQS","170311016","4","35","ug/m3 SC","32","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","35"
"06/13/2019","AQS","170311016","4","19","ug/m3 SC","18","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","19"
"06/14/2019","AQS","170311016","4","66","ug/m3 SC","56","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","66"
"06/15/2019","AQS","170311016","4","22","ug/m3 SC","20","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","22"
"06/16/2019","AQS","170311016","4","20","ug/m3 SC","19","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","20"
"06/17/2019","AQS","170311016","4","24","ug/m3 SC","22","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","24"
"06/18/2019","AQS","170311016","4","34","ug/m3 SC","31","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","34"
"06/19/2019","AQS","170311016","4","40","ug/m3 SC","37","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","40"
"06/20/2019","AQS","170311016","4","18","ug/m3 SC","17","VILLAGE HALL","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.80118","-87.832349",".","18"
