"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","airnowval","aqsval"
"10/17/2019","AQS","170311003","2","0.021","ppm","19","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.021"
"10/18/2019","AQS","170311003","2","0.024","ppm","22","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.024"
"10/19/2019","AQS","170311003","2","0.037","ppm","34","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.037"
"10/20/2019","AQS","170311003","2","0.031","ppm","29","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.031"
"10/21/2019","AQS","170311003","2","0.032","ppm","30","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.032"
"10/22/2019","AQS","170311003","2","0.023","ppm","21","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.023"
"10/23/2019","AQS","170311003","2","0.022","ppm","20","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.022"
"10/24/2019","AQS","170311003","2","0.022","ppm","20","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.022"
"10/25/2019","AQS","170311003","2","0.018","ppm","17","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.018"
"10/26/2019","AQS","170311003","2","0.023","ppm","21","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.023"
"10/27/2019","AQS","170311003","2","0.029","ppm","27","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.029"
"10/28/2019","AQS","170311003","2","0.012","ppm","11","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.012"
"10/29/2019","AQS","170311003","2","0.019","ppm","18","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.019"
"10/30/2019","AQS","170311003","2","0.028","ppm","26","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.028"
"03/11/2020","AQS","170311003","2","0.018","ppm","17","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.018"
"03/12/2020","AQS","170311003","2","0.031","ppm","29","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.031"
"03/13/2020","AQS","170311003","2","0.036","ppm","33","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.036"
"03/14/2020","AQS","170311003","2","0.034","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.034"
"03/15/2020","AQS","170311003","2","0.033","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.033"
"03/16/2020","AQS","170311003","2","0.018","ppm","17","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.018"
"03/17/2020","AQS","170311003","2","0.035","ppm","32","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.035"
"03/18/2020","AQS","170311003","2","0.014","ppm","13","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.014"
"03/19/2020","AQS","170311003","2","0.015","ppm","14","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.015"
"03/20/2020","AQS","170311003","2","0.037","ppm","34","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.037"
"03/21/2020","AQS","170311003","2","0.037","ppm","34","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.037"
"03/22/2020","AQS","170311003","2","0.029","ppm","27","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.029"
"03/23/2020","AQS","170311003","2","0.031","ppm","29","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.031"
"03/24/2020","AQS","170311003","2","0.035","ppm","32","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.035"
"03/25/2020","AQS","170311003","2","0.031","ppm","29","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.031"
"03/26/2020","AQS","170311003","2","0.025","ppm","23","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.025"
"03/27/2020","AQS","170311003","2","0.024","ppm","22","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.024"
"03/28/2020","AQS","170311003","2","0.035","ppm","32","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.035"
"03/29/2020","AQS","170311003","2","0.039","ppm","36","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.039"
"03/30/2020","AQS","170311003","2","0.038","ppm","35","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.038"
"03/31/2020","AQS","170311003","2","0.03","ppm","28","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.03"
"04/01/2020","AQS","170311003","2","0.028","ppm","26","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.028"
"04/02/2020","AQS","170311003","2","0.032","ppm","30","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.032"
"04/03/2020","AQS","170311003","2","0.046","ppm","43","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.046"
"04/04/2020","AQS","170311003","2","0.024","ppm","22","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.024"
"04/05/2020","AQS","170311003","2","0.043","ppm","40","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.043"
"04/06/2020","AQS","170311003","2","0.035","ppm","32","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.035"
"04/07/2020","AQS","170311003","2","0.043","ppm","40","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.043"
"04/08/2020","AQS","170311003","2","0.038","ppm","35","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.038"
"04/09/2020","AQS","170311003","2","0.042","ppm","39","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.042"
"04/10/2020","AQS","170311003","2","0.038","ppm","35","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.038"
"04/11/2020","AQS","170311003","2","0.049","ppm","45","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.049"
"04/12/2020","AQS","170311003","2","0.038","ppm","35","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.038"
"04/13/2020","AQS","170311003","2","0.043","ppm","40","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.043"
"04/14/2020","AQS","170311003","2","0.038","ppm","35","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.038"
"04/15/2020","AQS","170311003","2","0.039","ppm","36","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.039"
"04/16/2020","AQS","170311003","2","0.042","ppm","39","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.042"
"04/17/2020","AQS","170311003","2","0.042","ppm","39","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.042"
"04/18/2020","AQS","170311003","2","0.047","ppm","44","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.047"
"04/19/2020","AQS","170311003","2","0.042","ppm","39","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.042"
"04/20/2020","AQS","170311003","2","0.046","ppm","43","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.046"
"04/21/2020","AQS","170311003","2","0.043","ppm","40","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.043"
"04/22/2020","AQS","170311003","2","0.023","ppm","21","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.023"
"04/23/2020","AQS","170311003","2","0.028","ppm","26","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.028"
"04/24/2020","AQS","170311003","2","0.04","ppm","37","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.04"
"04/25/2020","AQS","170311003","2","0.041","ppm","38","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.041"
"04/26/2020","AQS","170311003","2","0.044","ppm","41","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.044"
"04/27/2020","AQS","170311003","2","0.046","ppm","43","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.046"
"04/28/2020","AQS","170311003","2","0.051","ppm","47","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.051"
"04/29/2020","AQS","170311003","2","0.04","ppm","37","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.04"
"04/30/2020","AQS","170311003","2","0.041","ppm","38","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.041"
"05/01/2020","AQS","170311003","2","0.04","ppm","37","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.04"
"05/02/2020","AQS","170311003","2","0.053","ppm","49","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.053"
"05/03/2020","AQS","170311003","2","0.053","ppm","49","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.053"
"05/04/2020","AQS","170311003","2","0.042","ppm","39","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.042"
"05/05/2020","AQS","170311003","2","0.038","ppm","35","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.038"
"05/06/2020","AQS","170311003","2","0.042","ppm","39","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.042"
"05/07/2020","AQS","170311003","2","0.046","ppm","43","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.046"
"05/08/2020","AQS","170311003","2","0.034","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.034"
"05/09/2020","AQS","170311003","2","0.047","ppm","44","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.047"
"05/10/2020","AQS","170311003","2","0.033","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.033"
"05/11/2020","AQS","170311003","2","0.033","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.033"
"05/12/2020","AQS","170311003","2","0.048","ppm","44","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.048"
"05/13/2020","AQS","170311003","2","0.052","ppm","48","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.052"
"05/14/2020","AQS","170311003","2","0.04","ppm","37","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.04"
"05/15/2020","AQS","170311003","2","0.047","ppm","44","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.047"
"05/16/2020","AQS","170311003","2","0.04","ppm","37","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.04"
"05/17/2020","AQS","170311003","2","0.034","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.034"
"05/18/2020","AQS","170311003","2","0.033","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.033"
"05/19/2020","AQS","170311003","2","0.039","ppm","36","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.039"
"05/20/2020","AQS","170311003","2","0.048","ppm","44","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.048"
"05/21/2020","AQS","170311003","2","0.051","ppm","47","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.051"
"05/22/2020","AQS","170311003","2","0.039","ppm","36","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.039"
"05/23/2020","AQS","170311003","2","0.047","ppm","44","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.047"
"05/24/2020","AQS","170311003","2","0.062","ppm","74","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.062"
"05/25/2020","AQS","170311003","2","0.052","ppm","48","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.052"
"05/26/2020","AQS","170311003","2","0.052","ppm","48","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.052"
"05/27/2020","AQS","170311003","2","0.061","ppm","71","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.061"
"05/28/2020","AQS","170311003","2","0.045","ppm","42","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.045"
"05/29/2020","AQS","170311003","2","0.045","ppm","42","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.045"
"05/30/2020","AQS","170311003","2","0.033","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.033"
"05/31/2020","AQS","170311003","2","0.039","ppm","36","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.039"
"06/01/2020","AQS","170311003","2","0.049","ppm","45","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.049"
"06/02/2020","AQS","170311003","2","0.059","ppm","64","TAFT HS","15","88.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.059"
"06/03/2020","AQS","170311003","2","0.043","ppm","40","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.043"
"06/04/2020","AQS","170311003","2","0.057","ppm","58","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.057"
"06/05/2020","AQS","170311003","2","0.064","ppm","80","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.064"
"06/06/2020","AQS","170311003","2","0.034","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.034"
"06/07/2020","AQS","170311003","2","0.044","ppm","41","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.044"
"06/08/2020","AQS","170311003","2","0.058","ppm","61","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.058"
"06/09/2020","AQS","170311003","2","0.043","ppm","40","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.043"
"06/10/2020","AQS","170311003","2","0.039","ppm","36","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.039"
"06/11/2020","AQS","170311003","2","0.044","ppm","41","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.044"
"06/12/2020","AQS","170311003","2","0.032","ppm","30","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.032"
"06/13/2020","AQS","170311003","2","0.033","ppm","31","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.033"
"06/14/2020","AQS","170311003","2","0.042","ppm","39","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.042"
"06/15/2020","AQS","170311003","2","0.059","ppm","64","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.059"
"06/16/2020","AirNow","170311003","2","0.034","ppm","31","TAFT HS","24","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163","0.034","."
"06/17/2020","AQS","170311003","2","0.066","ppm","87","TAFT HS","16","94.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.066"
"06/18/2020","AQS","170311003","2","0.081","ppm","136","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.081"
"06/19/2020","AQS","170311003","2","0.077","ppm","122","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.077"
"06/20/2020","AQS","170311003","2","0.048","ppm","44","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.048"
"06/21/2020","AQS","170311003","2","0.055","ppm","51","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.055"
"06/22/2020","AQS","170311003","2","0.055","ppm","51","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.055"
"06/23/2020","AirNow","170311003","2","0.031","ppm","29","TAFT HS","24","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163","0.031","."
"06/24/2020","AQS","170311003","2","0.034","ppm","31","TAFT HS","16","94.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.034"
"06/25/2020","AQS","170311003","2","0.048","ppm","44","TAFT HS","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.9843323270383","-87.7920016971163",".","0.048"
